Date,LHA_return,N225_return
2011-04-01,0.003004476779611229,-0.004799761240895759
2011-04-04,-0.008032112633220689,0.0010809543490289278
2011-04-05,-0.00741989853759865,-0.01068981878912589
2011-04-06,0.011443814926823902,-0.0032479005679022944
2011-04-07,-0.00806433721827608,0.0006841688341332195
2011-04-08,-0.006430894581413564,0.018302107088822538
2011-04-11,-0.014708690178636822,-0.004965160907393236
2011-04-12,0.02518000558910134,-0.017063010143604253
2011-04-13,0.009364670017896514,0.008951711691941823
2011-04-14,0.0003327402137739154,0.0013205669946235357
2011-04-15,-0.002665841512378269,-0.006484716529509163
2011-04-18,-0.020563640653993097,-0.003642037717999106
2011-04-19,0.0013615021617683798,-0.01217217486515265
2011-04-20,0.017866629541839353,0.017408182203852096
2011-04-21,-0.0016721433796812693,0.008184454170323128
2011-04-26,0.0089957114390475,-0.013207016294851355
2011-04-27,0.027802347003968414,0.01383354489093303
2011-04-28,-0.006472506323585599,0.01616080439209213
2011-05-02,-0.015047785342805467,0.015559941657042718
2011-05-06,0.046830895780309585,-0.01459997511185466
2011-05-09,-0.013184236671152705,-0.006596309352008868
2011-05-10,0.00858939601904493,0.002486077802241696
2011-05-11,0.005903608484858389,0.004623282619000115
2011-05-12,0.02359136611324545,-0.015077151166665654
2011-05-13,-0.008016655767508284,-0.0070105516213559566
2011-05-16,0.009293482423518773,-0.009420530898103506
2011-05-17,-0.009293482423518634,0.0009118516089579721
2011-05-18,0.0025723137243060723,0.009887235839217037
2011-05-19,0.003206133882001944,-0.004279421366156755
2011-05-20,-0.002885087641960702,-0.0014291978905045172
2011-05-23,-0.035951615316282534,-0.015361370099493458
2011-05-24,-0.01475043690502133,0.0017467755891312023
2011-05-25,0.011083214341397554,-0.0057449783338422225
2011-05-26,-0.004016133006345897,0.014661356899597142
2011-05-27,0.006018088996767049,-0.004203464114596332
2011-05-31,0.009290192913186463,0.0178806784232188
2011-06-01,-0.004634385837688931,0.002666197288704845
2011-06-02,-0.021802040180029226,-0.01707676237104435
2011-06-03,-0.004417889647890305,-0.006597309941029473
2011-06-06,-0.009926605806893262,-0.011854424042000626
2011-06-07,-0.006557383033016611,0.006651417917820724
2011-06-08,-0.023118322426409522,0.0006891408987926849
2011-06-09,-0.0021284487746674936,0.0018703599458824193
2011-06-10,-0.012506935687328479,0.0049827369357706
2011-06-13,0.003947714264811677,-0.006985388323611887
2011-06-14,0.0067820886189563214,0.010484416737912129
2011-06-15,-0.017223350871368746,0.002774828775119626
2011-06-16,0.00972466186658915,-0.01717554810046249
2011-06-17,0.002863241779739404,-0.006382892335156952
2011-06-20,0.010311240533551426,0.00031219561864761147
2011-06-21,0.021348110696126178,0.011198155962922417
2011-06-22,-0.001385942258398765,0.017787543520813315
2011-06-23,0.006566609249547001,-0.0034005197741498764
2011-06-24,0.006523449037953667,0.008505142063455134
2011-06-27,0.007840507808104592,-0.010427501573778983
2011-06-28,0.01181447232494439,0.007351136546681291
2011-06-29,0.00033563748068667705,0.015250471973859635
2011-06-30,0.008018644522697101,0.0019201293159817967
2011-07-01,0.010263337041431243,0.005281463817947252
2011-07-05,0.009180306736656993,0.010522965851869915
2011-07-06,0.0032584447747432267,0.010972020796463018
2011-07-07,-0.01112215203149181,-0.0011254377259464347
2011-07-08,-0.0056078497614159796,0.006590280567646842
2011-07-11,-0.03500846609888189,-0.0067500940206986285
2011-07-12,-0.023220670499934266,-0.01436454983253128
2011-07-13,0.006291544523390497,0.003742737992924666
2011-07-14,-0.010156046597701425,-0.002715633438035801
2011-07-15,-0.003172770528249708,0.003852186974273256
2011-07-19,-0.00779873220763039,-0.008532994958632068
2011-07-20,0.012730051039567494,0.01167915188567856
2011-07-21,0.015341917495162985,0.0004485603542440503
2011-07-22,0.012037967463259646,0.012086105069537846
2011-07-25,0.0006836179603339141,-0.008136017267294795
2011-07-26,0.0,0.004736022507553535
2011-07-27,-0.01099290869518155,-0.005016592536313596
2011-07-28,-0.028733540599229807,-0.014621964226478988
2011-07-29,-0.0010671046639124284,-0.006923917482854443
2011-08-01,-0.019404183971192767,0.013332779186570472
2011-08-02,-0.022011164393537758,-0.012157883822091988
2011-08-03,-0.02706922013810479,-0.021297702291487374
2011-08-04,-0.058055509329616825,0.002284378611348155
2011-08-05,0.013239885685763758,-0.03790724192280303
2011-08-08,-0.05278379580160937,-0.021995285833874608
2011-08-09,0.006282792957973107,-0.016969563765224616
2011-08-10,-0.04003945031919483,0.010483175377056859
2011-08-11,0.02362137440963155,-0.0063038675569483645
2011-08-12,0.047253045633267,-0.002030653550971701
2011-08-15,0.006456660286113676,0.013594618915406087
2011-08-16,-0.009294879120314408,0.0023106217854087707
2011-08-17,-0.014724137669818109,-0.0055239094176600355
2011-08-18,-0.06819853233192182,-0.012610563964804386
2011-08-19,-0.0359266707431224,-0.025423951261252083
2011-08-22,-0.011959528912485978,-0.010504322920386075
2011-08-23,-0.019155126171885674,0.012082289641829147
2011-08-24,0.02745001890433881,-0.010752588067063987
2011-08-25,-0.017126192056498936,0.015248425860387391
2011-08-26,0.0018657017710839395,0.002893538450074347
2011-08-29,0.020296003802553062,0.00607049762393544
2011-08-30,0.018548187897516864,0.011519289646282606
2011-08-31,0.05578805317600003,0.00014515569847196587
2011-09-01,-0.017533081281384817,0.011723003926108994
2011-09-02,-0.03556895247247314,-0.012221158279957563
2011-09-06,-0.05089361416501637,-0.04107111011800813
2011-09-07,0.036031747894679646,0.019919989952144144
2011-09-08,-0.00045377739592326037,0.0033844944186756888
2011-09-09,-0.04123823127832593,-0.0063271737088546305
2011-09-12,-0.013813082579543947,-0.023388592799918506
2011-09-13,-0.017417034736042183,0.009430905591755516
2011-09-14,0.06517890760340792,-0.01143622678984047
2011-09-15,0.028399656801626066,0.01748881174087327
2011-09-16,-0.012522721996715397,0.022278863119500943
2011-09-20,-0.0737616920455976,-0.016254741505420518
2011-09-21,-0.051701488453878036,0.0022814653421657925
2011-09-22,-0.05624656857671486,-0.02091238563070846
2011-09-26,0.03635631662739282,-0.02198335844198067
2011-09-27,0.051032919659653175,0.02777135612351164
2011-09-28,-0.025038907584326253,0.0006618284430324738
2011-09-29,0.025038907584326194,0.009884086565098467
2011-09-30,-0.03564269233154119,-0.00010808595725687254
2011-10-04,-0.08332794680258965,-0.02846590951065436
2011-10-05,0.061672713466709266,-0.008686937591464897
2011-10-06,-0.0007335810588630172,0.016449831089179016
2011-10-07,0.007102564217135919,0.009762144888776036
2011-10-11,0.019786274798817616,0.019340803328494898
2011-10-12,0.020702612972145228,-0.003971926759719751
2011-10-13,-0.020090593583950284,0.009605914506425192
2011-10-14,-0.001939487538571183,-0.008569756999796438
2011-10-17,-0.00996042890108635,0.014935941038782053
2011-10-18,0.004222077281791187,-0.01562774780473457
2011-10-19,0.015701967208965228,0.003497673507922956
2011-10-20,-0.036364024286498445,-0.010357153725980443
2011-10-21,0.02548039581216275,-0.00037563913579099996
2011-10-24,0.04225274527125264,0.01884345485051619
2011-10-25,-0.006886280157780753,-0.009277534860646742
2011-10-26,-0.00892434510350652,-0.00158072301032945
2011-10-27,0.033785362631202735,0.02015006943751839
2011-10-28,0.0014434280678840433,0.013787793731369607
2011-10-31,-0.052103328020990235,-0.006882954492471413
2011-11-01,-0.065727679365566,-0.01715379763040082
2011-11-02,0.0638011710277604,-0.022328724059677667
2011-11-04,0.021288204674798736,0.018459660446130042
2011-11-07,-0.013906571401884806,-0.003905923635084065
2011-11-08,-0.008193887534927452,-0.012808835195365137
2011-11-09,-0.029585403623289666,0.011479185249363597
2011-11-10,-0.005034309684867951,-0.02951501680777504
2011-11-11,0.038977887551410184,0.0016067832384693663
2011-11-14,-0.008939513296453473,0.010425328944784993
2011-11-15,-0.018953871121844205,-0.007205424900939253
2011-11-16,-0.025488657325706276,-0.00926429629039466
2011-11-17,-0.027141136574648506,0.0019441582112167226
2011-11-18,-0.0174704497154385,-0.01242645296686381
2011-11-21,-0.03889529422519499,-0.0031860744229890736
2011-11-22,-0.03205160270886778,-0.004024404081345324
2011-11-25,0.03771820677939975,-0.018784505718438257
2011-11-28,0.04233370251784752,0.015501811321055173
2011-11-29,0.016770317793733253,0.022706201092338067
2011-11-30,0.044016877489608655,-0.005109857462342446
2011-12-01,-0.0004162018204625762,0.019113971332205593
2011-12-02,0.001974930622579133,0.005379024358649885
2011-12-05,0.008171148209713978,0.006024387410293763
2011-12-06,-0.02334404600391707,-0.013991233879087956
2011-12-07,-0.03924606712209603,0.016998381268207092
2011-12-08,-0.03606329284811285,-0.006624591095138253
2011-12-09,0.035075723825676544,-0.014897062746814887
2011-12-12,-0.05343317143598104,0.013654480736755324
2011-12-13,0.0008102042198437485,-0.011741044476807743
2011-12-14,-0.00498752523212266,-0.0039456244308218895
2011-12-15,0.02310325619713121,-0.016780172498286863
2011-12-16,0.01421507862173881,0.002902377580595103
2011-12-19,-0.00437852734125406,-0.012648464571920641
2011-12-20,0.03014423879601027,0.004853171458002889
2011-12-21,-0.014736903176395607,0.014705743800717947
2011-12-22,0.018876705685698745,-0.007691497092936938
2011-12-27,-0.005013534697670747,0.00539323827947815
2011-12-28,-0.016414566391025398,-0.0020089276812039277
2011-12-29,0.01554007012707499,-0.0029401661417751985
2011-12-30,0.004473875112447824,0.006699818524559763
2012-01-04,0.02780769623637273,0.01231375078459264
2012-01-05,-0.030424164032167716,-0.008376040937896515
2012-01-06,-0.0038278566150436156,-0.011654851384623294
2012-01-10,-0.02081580534850116,0.003795983669836351
2012-01-11,0.02726012975933981,0.0030373354612804604
2012-01-12,-0.003708793211432356,-0.007400770526736923
2012-01-13,-0.012204066723401723,0.013553723317136682
2012-01-17,0.05707880361869792,-0.003963026278403329
2012-01-18,0.012459757591139563,0.009893691047458813
2012-01-19,0.04775280454679503,0.010366382953197776
2012-01-20,-0.000984267665916925,0.014556200088072102
2012-01-23,0.018537181065661427,-5.247024406592513e-05
2012-01-24,-0.0014509942728118794,0.002214055016986975
