Date,LHA_return,HEIA_return
2011-04-01,0.003004476779611229,0.006721011414168409
2011-04-04,-0.008032112633220689,0.005267535613140493
2011-04-05,-0.00741989853759865,0.011086586086548233
2011-04-06,0.011443814926823902,-0.00903868248802571
2011-04-07,-0.00806433721827608,0.0012782008979905092
2011-04-08,-0.006430894581413564,0.012942914123290093
2011-04-11,-0.014708690178636822,-0.0031568721367206867
2011-04-12,0.02518000558910134,-0.011319451971314499
2011-04-13,0.009364670017896514,0.019255627607773943
2011-04-14,0.0003327402137739154,0.006503186729595281
2011-04-15,-0.002665841512378269,0.0022414582056537527
2011-04-18,-0.020563640653993097,-0.011634948600077568
2011-04-19,0.0013615021617683798,0.011883320996837527
2011-04-20,0.017866629541839353,0.0009947544742714082
2011-04-21,-0.0016721433796812693,0.0063151801042090824
2011-04-26,0.0089957114390475,0.007624386675006424
2011-04-27,0.027802347003968414,-0.006594956751467323
2011-04-28,-0.006472506323585599,-0.0023751376502645035
2011-05-02,-0.015047785342805467,0.0185972568717458
2011-05-06,0.046830895780309585,0.012693834228471782
2011-05-09,-0.013184236671152705,-0.004253966075160163
2011-05-10,0.00858939601904493,0.00401182595393851
2011-05-11,0.005903608484858389,0.006167568329763897
2011-05-12,0.02359136611324545,0.0112696813710392
2011-05-13,-0.008016655767508284,0.007482745315827743
2011-05-16,0.009293482423518773,0.00648701394109091
2011-05-17,-0.009293482423518634,-0.004477365450751455
2011-05-18,0.0025723137243060723,0.007529428971590329
2011-05-19,0.003206133882001944,0.010957028986896385
2011-05-20,-0.002885087641960702,-0.02014108308934756
2011-05-23,-0.035951615316282534,-0.011899250862731622
2011-05-24,-0.01475043690502133,-0.007449252216892153
2011-05-25,0.011083214341397554,0.0004824772990663357
2011-05-26,-0.004016133006345897,0.002046728689599689
2011-05-27,0.006018088996767049,-0.0020467286895996238
2011-05-31,0.009290192913186463,0.0081630635154834
2011-06-01,-0.004634385837688931,-0.00047824147079268686
2011-06-02,-0.021802040180029226,-0.009494861858658775
2011-06-03,-0.004417889647890305,-0.010439564822312284
2011-06-06,-0.009926605806893262,0.01633953708375228
2011-06-07,-0.006557383033016611,-0.009407813659720538
2011-06-08,-0.023118322426409522,-0.014894657987698233
2011-06-09,-0.0021284487746674936,0.0008603034532765691
2011-06-10,-0.012506935687328479,-0.006163295569831695
2011-06-13,0.003947714264811677,-0.0028483168157951116
2011-06-14,0.0067820886189563214,-0.003602996916104687
2011-06-15,-0.017223350871368746,-0.0013697876986937735
2011-06-16,0.00972466186658915,-0.0018712474114582671
2011-06-17,0.002863241779739404,0.0012481438793591104
2011-06-20,0.010311240533551426,0.01632673504591185
2011-06-21,0.021348110696126178,0.0023280454670909037
2011-06-22,-0.001385942258398765,-0.0013471673850034055
2011-06-23,0.006566609249547001,-0.003191611425607006
2011-06-24,0.006523449037953667,0.006617562805136934
2011-06-27,0.007840507808104592,0.0029273655276968076
2011-06-28,0.01181447232494439,0.002918273225485533
2011-06-29,0.00033563748068667705,-0.0008501477828335255
2011-06-30,0.008018644522697101,0.00798925653552849
2011-07-01,0.010263337041431243,0.004211087545643868
2011-07-05,0.009180306736656993,0.01666917057690851
2011-07-06,0.0032584447747432267,-0.01738969158595626
2011-07-07,-0.01112215203149181,0.010517110457160408
2011-07-08,-0.0056078497614159796,0.0005945802555242696
2011-07-11,-0.03500846609888189,-0.010991876845096197
2011-07-12,-0.023220670499934266,-0.009535808612726994
2011-07-13,0.006291544523390497,-0.01011754384341798
2011-07-14,-0.010156046597701425,0.004766678546864451
2011-07-15,-0.003172770528249708,-0.002441447668793303
2011-07-19,-0.00779873220763039,-0.021623467800037623
2011-07-20,0.012730051039567494,0.012660337725530747
2011-07-21,0.015341917495162985,0.013840512501516114
2011-07-22,0.012037967463259646,0.010767894115251288
2011-07-25,0.0006836179603339141,-0.00048166427839910274
2011-07-26,0.0,0.0031255246052656555
2011-07-27,-0.01099290869518155,-0.009526921666393877
2011-07-28,-0.028733540599229807,0.007243678926543379
