Date,LHA_return,ADS_return
2011-04-01,0.003004476779611229,0.004264803531862232
2011-04-04,-0.008032112633220689,0.0007837976890341076
2011-04-05,-0.00741989853759865,0.017966445004017086
2011-04-06,0.011443814926823902,0.0032918778600359837
2011-04-07,-0.00806433721827608,-0.005712971472554963
2011-04-08,-0.006430894581413564,0.004945768813754959
2011-04-11,-0.014708690178636822,-0.001975429616733561
2011-04-12,0.02518000558910134,-0.008383747137514903
2011-04-13,0.009364670017896514,0.007724539271605865
2011-04-14,0.0003327402137739154,0.008646749005114819
2011-04-15,-0.002665841512378269,0.02134854388337355
2011-04-18,-0.020563640653993097,-0.002456625788380586
2011-04-19,0.0013615021617683798,0.013384426476636594
2011-04-20,0.017866629541839353,0.024288455626358618
2011-04-21,-0.0016721433796812693,0.009634179705349105
2011-04-26,0.0089957114390475,0.004173201481118434
2011-04-27,0.027802347003968414,-0.002338793563402403
2011-04-28,-0.006472506323585599,0.013952228983887358
2011-05-02,-0.015047785342805467,0.007999994409019289
2011-05-06,0.046830895780309585,0.05201017545625851
2011-05-09,-0.013184236671152705,0.0007561457713345238
2011-05-10,0.00858939601904493,0.0026421156290109948
2011-05-11,0.005903608484858389,-0.005480565481148217
2011-05-12,0.02359136611324545,0.0024605035760118716
2011-05-13,-0.008016655767508284,-0.00828766772356396
2011-05-16,0.009293482423518773,0.011354038412911122
2011-05-17,-0.009293482423518634,-0.018540645607276668
2011-05-18,0.0025723137243060723,0.00019506214215555078
2011-05-19,0.003206133882001944,0.00019475540573034444
2011-05-20,-0.002885087641960702,0.011430876420758447
2011-05-23,-0.035951615316282534,-0.016705760509354673
2011-05-24,-0.01475043690502133,0.008970301528614836
2011-05-25,0.011083214341397554,0.003101372206461133
2011-05-26,-0.004016133006345897,-0.015603973068185163
2011-05-27,0.006018088996767049,0.009196781923588854
2011-05-31,0.009290192913186463,0.0202455863408301
2011-06-01,-0.004634385837688931,-0.0038248142068861004
2011-06-02,-0.021802040180029226,-0.017005126041557513
2011-06-03,-0.004417889647890305,-0.0025369843225223083
2011-06-06,-0.009926605806893262,-0.007452463418246698
2011-06-07,-0.006557383033016611,-0.01587324673102422
2011-06-08,-0.023118322426409522,-0.02030483951419949
2011-06-09,-0.0021284487746674936,0.015292258193355345
2011-06-10,-0.012506935687328479,-0.012031876193615738
2011-06-13,0.003947714264811677,0.015443168155227584
2011-06-14,0.0067820886189563214,0.011749485920403323
2011-06-15,-0.017223350871368746,0.007888071675182216
2011-06-16,0.00972466186658915,-0.017436425076384248
2011-06-17,0.002863241779739404,0.019594868107595212
2011-06-20,0.010311240533551426,-0.0003921326398843074
2011-06-21,0.021348110696126178,0.0272718525342994
2011-06-22,-0.001385942258398765,0.008927748070590493
2011-06-23,0.006566609249547001,-0.028192584890572484
2011-06-24,0.006523449037953667,0.009678731956284518
2011-06-27,0.007840507808104592,-0.0027005605924686456
2011-06-28,0.01181447232494439,0.03809080823841112
2011-06-29,0.00033563748068667705,0.021522035771586658
2011-06-30,0.008018644522697101,-0.004559923614521925
2011-07-01,0.010263337041431243,0.0009136454746236784
2011-07-05,0.009180306736656993,0.01863790789450117
2011-07-06,0.0032584447747432267,0.0032218713533650844
2011-07-07,-0.01112215203149181,-0.0028633359933337354
2011-07-08,-0.0056078497614159796,0.0007165824137935136
2011-07-11,-0.03500846609888189,-0.016430725334192483
2011-07-12,-0.023220670499934266,-0.003647628965760868
2011-07-13,0.006291544523390497,0.028815307716262437
2011-07-14,-0.010156046597701425,-0.006947627706838065
2011-07-15,-0.003172770528249708,0.02611290531649898
2011-07-19,-0.00779873220763039,-0.06921670197562475
2011-07-20,0.012730051039567494,-0.0020552086359354313
2011-07-21,0.015341917495162985,-0.006567209484730934
2011-07-22,0.012037967463259646,0.03405210168513645
2011-07-25,0.0006836179603339141,0.009777416892541439
2011-07-26,0.0,-0.018182274064460362
2011-07-27,-0.01099290869518155,-0.005519963846467097
2011-07-28,-0.028733540599229807,-0.01449566290125524
2011-07-29,-0.0010671046639124284,-0.03098795227552266
2011-08-01,-0.019404183971192767,-0.011653061198059457
2011-08-02,-0.022011164393537758,-0.033167474653417656
2011-08-03,-0.02706922013810479,-0.013929413606333669
2011-08-04,-0.058055509329616825,-0.006058955870747024
2011-08-05,0.013239885685763758,-0.0005152469116681482
2011-08-08,-0.05278379580160937,-0.06559026950154366
2011-08-09,0.006282792957973107,0.019938600296706747
2011-08-10,-0.04003945031919483,-0.020599102444265344
2011-08-11,0.02362137440963155,0.06243035095221302
2011-08-12,0.047253045633267,0.022201441688016108
2011-08-15,0.006456660286113676,-0.007821788930156486
2011-08-16,-0.009294879120314408,-0.016140042595167794
2011-08-17,-0.014724137669818109,-0.004570408059636476
2011-08-18,-0.06819853233192182,-0.05488888546683328
2011-08-19,-0.0359266707431224,-0.023143037606978754
2011-08-22,-0.011959528912485978,-0.007003375031279398
2011-08-23,-0.019155126171885674,0.013287024988392874
2011-08-24,0.02745001890433881,0.027253928512324162
2011-08-25,-0.017126192056498936,-0.005785957921907481
2011-08-26,0.0018657017710839395,0.006438766599056957
2011-08-29,0.020296003802553062,0.035897342091858166
2011-08-30,0.018548187897516864,-0.00811328179202592
2011-08-31,0.05578805317600003,0.025590208452888005
2011-09-01,-0.017533081281384817,-0.009949325242729568
2011-09-02,-0.03556895247247314,-0.031852837052499125
2011-09-06,-0.05089361416501637,-0.04970992039010615
2011-09-07,0.036031747894679646,0.061893465304634604
2011-09-08,-0.00045377739592326037,-0.0006375763601801028
2011-09-09,-0.04123823127832593,-0.0308713273921145
2011-09-12,-0.013813082579543947,-0.0036242005581124657
2011-09-13,-0.017417034736042183,0.026705842504004196
2011-09-14,0.06517890760340792,0.04123759444239253
2011-09-15,0.028399656801626066,0.009412697792685637
2011-09-16,-0.012522721996715397,0.0026442920845155113
2011-09-20,-0.0737616920455976,0.01191327983305003
2011-09-21,-0.051701488453878036,-0.016289979580220746
2011-09-22,-0.05624656857671486,-0.06305042244087468
2011-09-26,0.03635631662739282,0.025105926083794746
2011-09-27,0.051032919659653175,0.041406782899093914
2011-09-28,-0.025038907584326253,-0.01981491966677871
2011-09-29,0.025038907584326194,-0.04192863204135901
2011-09-30,-0.03564269233154119,-0.010107047792232156
2011-10-04,-0.08332794680258965,-0.040685500928986984
2011-10-05,0.061672713466709266,0.031578014018736875
2011-10-06,-0.0007335810588630172,0.021158886106543463
2011-10-07,0.007102564217135919,0.02557151980391413
2011-10-11,0.019786274798817616,0.04514659943216836
2011-10-12,0.020702612972145228,0.011696123333411806
2011-10-13,-0.020090593583950284,-0.004981434259868379
2011-10-14,-0.001939487538571183,-0.008526261186229721
2011-10-17,-0.00996042890108635,-0.012875814515905314
2011-10-18,0.004222077281791187,-0.0010210779868596084
2011-10-19,0.015701967208965228,0.011476338940462804
2011-10-20,-0.036364024286498445,0.0015135121728726086
2011-10-21,0.02548039581216275,0.03701574383769244
2011-10-24,0.04225274527125264,-0.0007777764754065218
2011-10-25,-0.006886280157780753,-0.003896927939183739
2011-10-26,-0.00892434510350652,-0.030527755492430024
2011-10-27,0.033785362631202735,0.03830672912566086
2011-10-28,0.0014434280678840433,0.013278520583606053
2011-10-31,-0.052103328020990235,-0.022229800595432954
2011-11-01,-0.065727679365566,-0.031975665282376844
2011-11-02,0.0638011710277604,0.03646136565302464
2011-11-04,0.021288204674798736,-0.01036676096265882
2011-11-07,-0.013906571401884806,-0.014656755025046299
2011-11-08,-0.008193887534927452,0.016817227304349685
2011-11-09,-0.029585403623289666,-0.013430892824165874
2011-11-10,-0.005034309684867951,-0.006984203795765059
2011-11-11,0.038977887551410184,0.03945953422976585
2011-11-14,-0.008939513296453473,0.013384647850036476
2011-11-15,-0.018953871121844205,-0.011653755505770096
2011-11-16,-0.025488657325706276,-0.014711927342366581
2011-11-17,-0.027141136574648506,-0.008420572689277057
2011-11-18,-0.0174704497154385,-0.010875086182407479
2011-11-21,-0.03889529422519499,-0.03253144794718911
2011-11-22,-0.03205160270886778,0.006346786348864906
2011-11-25,0.03771820677939975,-0.010978439726447825
2011-11-28,0.04233370251784752,0.02566582635503959
2011-11-29,0.016770317793733253,-0.005849089234378251
2011-11-30,0.044016877489608655,0.05557266065662691
2011-12-01,-0.0004162018204625762,-0.013485032406696766
2011-12-02,0.001974930622579133,0.00965061970133135
2011-12-05,0.008171148209713978,-0.020767264117039785
2011-12-06,-0.02334404600391707,-0.0033396103624416993
2011-12-07,-0.03924606712209603,-0.0027586531707556343
2011-12-08,-0.03606329284811285,-0.014108540769068338
2011-12-09,0.035075723825676544,0.002997213627755454
2011-12-12,-0.05343317143598104,-0.039683674359337756
2011-12-13,0.0008102042198437485,0.005796077420341773
2011-12-14,-0.00498752523212266,-0.009331424300420315
2011-12-15,0.02310325619713121,-0.002294401026316936
2011-12-16,0.01421507862173881,0.004479476570406823
2011-12-19,-0.00437852734125406,-0.0031230514178638975
2011-12-20,0.03014423879601027,0.03282016263903167
2011-12-21,-0.014736903176395607,-0.002525563382496487
2011-12-22,0.018876705685698745,0.011065345634850197
2011-12-27,-0.005013534697670747,0.006382023266204336
2011-12-28,-0.016414566391025398,-0.010190780939980944
2011-12-29,0.01554007012707499,0.003007940580000015
2011-12-30,0.004473875112447824,0.006387211306747343
2012-01-04,0.02780769623637273,0.0332647677383588
2012-01-05,-0.030424164032167716,0.002306872902797716
2012-01-06,-0.0038278566150436156,-0.006549748415842445
2012-01-10,-0.02081580534850116,0.03382417167846608
2012-01-11,0.02726012975933981,-0.001308792934602926
2012-01-12,-0.003708793211432356,0.00466631508067145
2012-01-13,-0.012204066723401723,-0.019367031220636214
2012-01-17,0.05707880361869792,0.0367202634064393
2012-01-18,0.012459757591139563,0.021366072780493264
2012-01-19,0.04775280454679503,-0.015344683835145685
2012-01-20,-0.000984267665916925,0.007069772472964243
2012-01-23,0.018537181065661427,-0.005797146527147377
2012-01-24,-0.0014509942728118794,0.0007263899769077585
2012-01-25,0.002417079962303759,0.0025385611284691485
2012-01-26,0.03650567325117066,0.022915525754896193
2012-01-27,0.010650719931822815,-0.010318596782901346
2012-01-30,-0.02897378745638731,-0.007539078883757155
2012-01-31,0.0018946447533410686,-0.007596411216706771
2012-02-01,0.04125745963298855,0.038291580226227945
2012-02-02,0.0031737765108442255,0.0012224010045191274
