Date,DBC_return,GSPC_return
2011-04-01,0.006859349199145591,0.0049507128508448055
2011-04-04,0.009073305543320536,0.0003451502277895481
2011-04-05,0.0009672607505726094,-0.00018007128167213193
2011-04-06,0.0028962805466611454,0.002181296623418367
2011-04-07,0.00192607189040657,-0.0015211624766698752
2011-04-08,0.023455979830011835,-0.0040124831355570125
2011-04-11,-0.01865673806357158,-0.002797288285388168
2011-04-12,-0.020639153247400722,-0.007807095629645459
2011-04-13,0.007789644910933016,0.00019021749033607875
2011-04-14,0.002583111218939784,8.367358416155872e-05
2011-04-15,0.00514645591323773,0.003917728688013768
2011-04-18,-0.006114340859509496,-0.011078997678250173
2011-04-19,0.00032279883810961373,0.005714809859449345
2011-04-20,0.015687834932930904,0.013424434957363863
2011-04-21,0.00727963079113968,0.005262908851541469
2011-04-26,-0.0031585191971328598,0.007345567978505787
2011-04-27,0.005992778947729531,0.006230397841249276
2011-04-28,-0.007258985278619693,0.0035491182594331546
2011-05-02,0.0003166367402844198,0.0005437711956175824
2011-05-06,-0.09911720305223003,-0.01556251515504345
2011-05-09,0.03605530390619313,0.004533870183753401
2011-05-10,0.009065076865199329,0.008041615923687528
2011-05-11,-0.032611594901179174,-0.011173689596234297
2011-05-12,0.0010353612935258731,0.004883493405895713
2011-05-13,0.0017233298743094315,-0.008100046388008753
2011-05-16,-0.013171837078943921,-0.006223718765188906
2011-05-17,0.0024394889898225786,-0.00036862909934729285
2011-05-18,0.019986856736874302,0.00876527255202601
2011-05-19,-0.007878064805318722,0.0021755726817325703
2011-05-20,0.009241872807359268,-0.007717974569208765
2011-05-23,-0.016143294782370303,-0.011997265281523447
2011-05-24,0.013413851428455857,-0.0008277227819167527
2011-05-25,0.017945256759762145,0.0031781136070356897
2011-05-26,0.0036844977791058186,0.0039453222364298265
2011-05-27,0.005667583449618541,0.004072615936277927
2011-05-31,0.005635676911915058,0.0105370144175309
2011-06-01,-0.01264148248150897,-0.023048225442123153
2011-06-02,0.008666637031504014,-0.0012255865542156546
2011-06-03,0.003974845450004966,-0.009781492493975665
2011-06-06,-0.011637716881759307,-0.010818515832998586
2011-06-07,0.009321017310643848,-0.0009568654013498664
2011-06-08,0.008249499967452063,-0.004195663787953193
2011-06-09,0.005571103862876399,0.007350409011499803
2011-06-10,-0.010512605670510005,-0.014078483250656129
2011-06-13,-0.006626975500618028,0.0006685328853120984
2011-06-14,0.006957235416948228,0.012532913437113038
2011-06-15,-0.027105599488346958,-0.017585569373047852
2011-06-16,-0.004078842694002052,0.0017527982098021974
2011-06-17,-0.004437634085503104,0.0030403900144636963
2011-06-20,-0.0054889307833557305,0.005380688815148305
2011-06-21,0.0006878193256546142,0.013334179698297926
2011-06-22,0.00445887289866239,-0.006489459933096923
2011-06-23,-0.021446608912471476,-0.002831993131328495
2011-06-24,-0.011959430548599121,-0.01179507731235839
2011-06-27,-0.0003538419775167565,0.009142537114691915
2011-06-28,0.017544286207434968,0.01286129245471109
2011-06-29,0.017925336652608728,0.008248633355299953
2011-06-30,-0.010647564463714622,0.010068371998806698
2011-07-01,0.0013803146258402007,0.01430686888069793
2011-07-05,0.013358608735205635,-0.0013370724983078476
2011-07-06,-0.0003403050365204163,0.0010010579536909561
2011-07-07,0.020883168715528082,0.01039958288979927
2011-07-08,-0.0010004866999898739,-0.006985458198418048
2011-07-11,-0.007703904072815543,-0.01825616724210156
2011-07-12,0.008704390772805558,-0.004443369384587112
2011-07-13,0.013574207154551285,0.003101027066791998
2011-07-14,-0.005605975425673893,-0.006738782684162599
2011-07-15,0.008888995005897534,0.005539055896932783
2011-07-19,0.0013101015333078154,0.008014031487046625
2011-07-20,0.0032679322482292673,-0.0006710579185603125
2011-07-21,-0.004905911884808599,0.01345526277864005
2011-07-22,0.008163299939593737,0.0009074397337185291
2011-07-25,-0.004889951987821622,-0.005658995355618983
2011-07-26,0.007812533323987843,-0.0041134205834674215
2011-07-27,-0.0068327020484642165,-0.020517724232866155
2011-07-28,-0.0032700695232621524,-0.0032392073828791694
2011-07-29,-0.0082223674227715,-0.006471427558948348
2011-08-01,0.0,-0.004140860952172306
2011-08-02,0.0,-0.025888908737896864
2011-08-03,-0.014972796428648953,0.005003145958232311
2011-08-04,-0.03861747436654677,-0.04900165542718358
2011-08-05,0.004172410766355352,-0.0005750826506944846
2011-08-08,-0.037833706520896335,-0.06895836943450136
2011-08-09,0.0096827524978745,0.04631744075436581
2011-08-10,0.004273379045294526,-0.045156796565161056
2011-08-11,0.0214457848648545,0.04525059445445439
2011-08-12,-0.0013923257549776106,0.00524787511209872
2011-08-15,0.012117177023746647,0.021550727436822226
2011-08-16,0.0,-0.009786274786537718
2011-08-17,0.008566120735713681,0.000946938237782741
2011-08-18,-0.02487176438002076,-0.04561859958983716
2011-08-19,0.01768114093663463,-0.015122756029436324
2011-08-22,0.0017167152626617057,0.0002580078802441777
2011-08-23,0.010239103463627998,0.0337102489999169
2011-08-24,-0.010239103463627908,0.013034651363933732
2011-08-25,0.004449856546602023,-0.015687934685227733
2011-08-26,0.011207474424283444,0.015008418016619016
2011-08-29,0.003371535907253451,0.027887504820918303
2011-08-30,0.013373710510472973,0.0023442751140500743
2011-08-31,0.001659177865757266,0.004909908955411446
2011-09-01,-0.0069872942120476015,-0.01194246103532645
2011-09-02,-0.005356484562299186,-0.02560701708427715
2011-09-06,-0.003362535748480406,-0.007464076911629788
2011-09-07,0.00905284984470268,0.02824382506251739
2011-09-08,-0.006697857029938934,-0.010668890638688481
2011-09-09,-0.015919109921547308,-0.0270685625679224
2011-09-12,-0.0023927922173645044,0.0069415689914432
2011-09-13,-0.0030847932359640085,0.009078725677133468
2011-09-14,-0.0048176685127681845,0.013389760861324722
2011-09-15,0.004130864693265522,0.017041046184164466
2011-09-16,-0.004475866030034376,0.005690476045437955
2011-09-20,-0.01880932633808129,-0.011513335184066236
2011-09-21,-0.014877969717718962,-0.029830995035749975
2011-09-22,-0.035971248620622696,-0.03240245660045334
2011-09-26,-0.014533507669723616,0.029131609618993755
2011-09-27,0.016750849187404056,0.010631665604788586
2011-09-28,-0.027316957085023037,-0.02090819559946183
2011-09-29,0.011691585035192026,0.00808148572559597
2011-09-30,-0.03510474260122998,-0.025291274073703088
2011-10-04,-0.007014822362800664,-0.006624296973885886
2011-10-05,0.013980858958388562,0.01770791883893188
2011-10-06,0.020611370623412086,0.01813816898081466
2011-10-07,-0.004543757217754342,-0.008196811388366448
2011-10-11,0.02954043769188184,0.034099499450172245
2011-10-12,0.0018406547684150128,0.009747046989915568
2011-10-13,0.0022041566716695447,-0.002978102544420329
2011-10-14,0.02249738635569291,0.017230948907104127
2011-10-17,-0.014456404154170528,-0.019559937847550314
2011-10-18,0.005445722862047278,0.020213049768703705
2011-10-19,-0.019744768546925338,-0.01272981878580141
2011-10-20,-0.001478100559938213,0.004543840013484459
2011-10-21,0.005164086772295276,0.018634067203175588
2011-10-24,0.01569659070828215,0.01279080635645752
2011-10-25,0.0032544543900773974,-0.020248345735624156
2011-10-26,-0.005792952353527815,0.01048143040424352
2011-10-27,0.026161689271463888,0.03371659130801372
2011-10-28,-0.0042538318893898044,0.00038915352848697753
2011-10-31,-0.015393153792268533,-0.02504861661566454
2011-11-01,-0.011976213860924408,-0.028340060002416203
2011-11-02,0.006187378500940562,0.015976363213593157
2011-11-04,0.01548186917632844,0.012307787624195163
2011-11-07,0.014541898906513553,0.00627600849227674
2011-11-08,0.004917471986113503,0.011667310457509532
2011-11-09,-0.02232162475061626,-0.03738534680496661
2011-11-10,-0.0010754470138673662,0.008587200623956638
2011-11-11,0.009637820847780507,0.019293223470775833
2011-11-14,-0.010714351781839066,-0.009596037252336943
2011-11-15,0.007155604529587828,0.004805598837444564
2011-11-16,-0.002498628583237315,-0.01675579881020812
2011-11-17,-0.023505020442315377,-0.016942671746074063
2011-11-18,-0.0014646075240143965,-0.00039475692744326657
2011-11-21,-0.007355653536240085,-0.018824571157262385
2011-11-22,0.006622525713970409,-0.004149438516689919
2011-11-25,-0.023373374901374505,-0.025032089659040614
2011-11-28,0.01231123862059356,0.02882107913553532
2011-11-29,0.012893986724857677,0.0022112064853691674
2011-11-30,0.011644842674045416,0.04240343872625359
2011-12-01,-0.0036244188761082752,-0.0019104696719150817
2011-12-02,0.008676837003364635,-0.0002410155679785222
2011-12-05,-0.0054141986724595996,0.010234463494354152
2011-12-06,0.005414198672459591,0.0011051381859313693
2011-12-07,-0.008676837003364716,0.0020163207326190672
2011-12-08,-0.012790172145502857,-0.02136849880134289
2011-12-09,0.003671025725758411,0.016742412247979434
2011-12-12,-0.012908176897344109,-0.015026386341024017
2011-12-13,0.004074816740664335,-0.008723953642829154
2011-12-14,-0.03613491636696816,-0.011413251353248253
2011-12-15,-0.004995218253830494,0.0032378530966175574
2011-12-16,0.008056872578568932,0.003210988954574501
2011-12-19,-0.004596043333979442,-0.0118021979677113
2011-12-20,0.02277146261700772,0.02938929572588712
2011-12-21,0.007104141404758154,0.001947608265089926
2011-12-22,0.001117171889496915,0.008231576931130663
2011-12-27,0.009261027888805293,0.009073585830574986
2011-12-28,-0.011869680797067836,-0.012556506203601632
2011-12-29,0.00298066425579689,0.010650172553083813
2011-12-30,-0.0014891832370312655,-0.00430057078195068
2012-01-04,0.036939713531102356,0.015543389819928094
2012-01-05,-0.013738538872545808,0.00293939285205289
2012-01-06,0.0043588288050566875,-0.0025401850017326196
2012-01-10,0.008301870983337555,0.011105567615417268
2012-01-11,-0.00287980644363916,0.000309549024282574
2012-01-12,-0.014158804746480572,0.0023338831012438607
2012-01-13,-0.002196201745707767,-0.004960204308478432
2012-01-17,0.006938075431533536,0.0035466576710562565
2012-01-18,0.00036390474305679054,0.011046689040167881
2012-01-19,0.004355664208604371,0.004926501765025408
2012-01-20,-0.007270091175006923,0.0006692358823760052
