Date,Open,High,Low,Close,Adj Close,Volume
2011-03-31,0.012027,0.012115,0.012019,0.012026,0.012026,0
2011-04-01,0.011996,0.012008,0.011808,0.011996,0.011996,0
2011-04-04,0.011874,0.011926,0.011865,0.011874,0.011874,0
2011-04-05,0.011887,0.011891,0.011808,0.011886,0.011886,0
2011-04-06,0.011744,0.011788,0.011699,0.011743,0.011743,0
2011-04-07,0.011722,0.011819,0.011697,0.011721,0.011721,0
2011-04-08,0.011770,0.011784,0.011712,0.011770,0.011770,0
2011-04-11,0.011759,0.011830,0.011744,0.011759,0.011759,0
2011-04-12,0.011816,0.011976,0.011816,0.011816,0.011816,0
2011-04-13,0.011965,0.011979,0.011871,0.011962,0.011962,0
2011-04-14,0.011936,0.012054,0.011932,0.011936,0.011936,0
2011-04-15,null,null,null,null,null,null
2011-04-18,0.012026,0.012166,0.012012,0.012027,0.012027,0
2011-04-19,0.012145,0.012145,0.012089,0.012146,0.012146,0
2011-04-20,0.012110,0.012151,0.012035,0.012109,0.012109,0
2011-04-21,0.012130,0.012255,0.012118,0.012130,0.012130,0
2011-04-22,0.012211,0.012246,0.012182,0.012210,0.012210,0
2011-04-25,0.012212,0.012212,0.012135,0.012214,0.012214,0
2011-04-26,0.012217,0.012259,0.012202,0.012219,0.012219,0
2011-04-27,0.012274,0.012299,0.012089,0.012268,0.012268,0
2011-04-28,0.012167,0.012286,0.012156,0.012165,0.012165,0
2011-04-29,0.012262,0.012328,0.012250,0.012265,0.012265,0
2011-05-02,0.012311,0.012347,0.012243,0.012311,0.012311,0
2011-05-03,0.012317,0.012392,0.012308,0.012318,0.012318,0
2011-05-04,0.012350,0.012419,0.012319,0.012350,0.012350,0
2011-05-05,0.012401,0.012563,0.012399,0.012401,0.012401,0
2011-05-06,0.012438,0.012469,0.012363,0.012435,0.012435,0
2011-05-09,0.012392,0.012421,0.012373,0.012386,0.012386,0
2011-05-10,0.012460,0.012473,0.012371,0.012462,0.012462,0
2011-05-11,0.012345,0.012404,0.012301,0.012344,0.012344,0
2011-05-12,0.012342,0.012393,0.012298,0.012344,0.012344,0
2011-05-13,0.012335,0.012441,0.012335,0.012340,0.012340,0
2011-05-16,0.012375,0.012398,0.012339,0.012374,0.012374,0
2011-05-17,0.012381,0.012382,0.012230,0.012379,0.012379,0
2011-05-18,0.012278,0.012355,0.012265,0.012282,0.012282,0
2011-05-19,0.012244,0.012271,0.012164,0.012246,0.012246,0
2011-05-20,0.012239,0.012274,0.012219,0.012238,0.012238,0
2011-05-23,0.012235,0.012300,0.012193,0.012234,0.012234,0
2011-05-24,0.012199,0.012255,0.012168,0.012202,0.012202,0
2011-05-25,0.012186,0.012226,0.012172,0.012188,0.012188,0
2011-05-26,0.012192,0.012319,0.012190,0.012192,0.012192,0
2011-05-27,0.012304,0.012390,0.012302,0.012305,0.012305,0
2011-05-30,0.012371,0.012385,0.012351,0.012371,0.012371,0
2011-05-31,0.012366,0.012390,0.012233,0.012364,0.012364,0
2011-06-01,0.012282,0.012395,0.012274,0.012277,0.012277,0
2011-06-02,0.012359,0.012407,0.012300,0.012362,0.012362,0
2011-06-03,0.012353,0.012491,0.012350,0.012350,0.012350,0
2011-06-06,0.012463,0.012500,0.012442,0.012466,0.012466,0
2011-06-07,0.012480,0.012487,0.012450,0.012481,0.012481,0
2011-06-08,0.012473,0.012545,0.012462,0.012473,0.012473,0
2011-06-09,0.012515,0.012527,0.012455,0.012517,0.012517,0
2011-06-10,0.012457,0.012505,0.012440,0.012455,0.012455,0
2011-06-13,0.012448,0.012478,0.012396,0.012447,0.012447,0
2011-06-14,0.012473,0.012488,0.012407,0.012473,0.012473,0
2011-06-15,0.012416,0.012442,0.012340,0.012416,0.012416,0
2011-06-16,0.012362,0.012423,0.012344,0.012364,0.012364,0
2011-06-17,0.012406,0.012497,0.012396,0.012410,0.012410,0
2011-06-20,0.012491,0.012496,0.012445,0.012488,0.012488,0
2011-06-21,0.012463,0.012492,0.012461,0.012464,0.012464,0
2011-06-22,0.012465,0.012499,0.012451,0.012466,0.012466,0
2011-06-23,0.012441,0.012446,0.012381,0.012440,0.012440,0
2011-06-24,0.012430,0.012480,0.012407,0.012432,0.012432,0
2011-06-27,0.012428,0.012435,0.012351,0.012429,0.012429,0
2011-06-28,0.012369,0.012397,0.012362,0.012369,0.012369,0
2011-06-29,0.012335,0.012414,0.012319,0.012333,0.012333,0
2011-06-30,0.012387,0.012460,0.012375,0.012390,0.012390,0
2011-07-01,0.012404,0.012416,0.012327,0.012407,0.012407,0
2011-07-04,0.012369,0.012416,0.012367,0.012364,0.012364,0
2011-07-05,0.012385,0.012385,0.012318,0.012387,0.012387,0
2011-07-06,0.012333,0.012378,0.012329,0.012335,0.012335,0
2011-07-07,0.012355,0.012378,0.012286,0.012355,0.012355,0
2011-07-08,0.012311,0.012422,0.012276,0.012311,0.012311,0
2011-07-11,0.012399,0.012452,0.012375,0.012399,0.012399,0
2011-07-12,0.012452,0.012618,0.012443,0.012455,0.012455,0
2011-07-13,0.012610,0.012677,0.012571,0.012607,0.012607,0
2011-07-14,0.012673,0.012738,0.012565,0.012671,0.012671,0
2011-07-15,0.012631,0.012674,0.012617,0.012629,0.012629,0
2011-07-18,0.012639,0.012668,0.012636,0.012640,0.012640,0
2011-07-19,0.012650,0.012690,0.012639,0.012650,0.012650,0
2011-07-20,0.012638,0.012705,0.012610,0.012638,0.012638,0
2011-07-21,0.012697,0.012762,0.012659,0.012698,0.012698,0
2011-07-22,0.012728,0.012776,0.012708,0.012725,0.012725,0
2011-07-25,0.012758,0.012814,0.012738,0.012758,0.012758,0
2011-07-26,0.012771,0.012832,0.012759,0.012771,0.012771,0
2011-07-27,0.012835,0.012893,0.012817,0.012835,0.012835,0
2011-07-28,0.012831,0.012887,0.012820,0.012832,0.012832,0
2011-07-29,0.012865,0.012985,0.012847,0.012865,0.012865,0
2011-08-01,0.012952,0.013094,0.012823,0.012951,0.012951,0
2011-08-02,0.012920,0.012974,0.012882,0.012910,0.012910,0
2011-08-03,0.012932,0.013021,0.012922,0.012931,0.012931,0
2011-08-04,0.012969,0.012985,0.012465,0.012968,0.012968,0
2011-08-05,0.012613,0.012765,0.012607,0.012612,0.012612,0
2011-08-08,0.012780,0.012900,0.012757,0.012779,0.012779,0
2011-08-09,0.012890,0.012992,0.012850,0.012889,0.012889,0
2011-08-10,0.012979,0.013098,0.012965,0.012979,0.012979,0
2011-08-11,0.013028,0.013104,0.012954,0.013028,0.013028,0
2011-08-12,0.013011,0.013072,0.012987,0.013011,0.013011,0
2011-08-15,0.013018,0.013058,0.012975,0.013017,0.013017,0
2011-08-16,0.013014,0.013046,0.013001,0.013014,0.013014,0
2011-08-17,0.013028,0.013087,0.013023,0.013029,0.013029,0
2011-08-18,0.013065,0.013082,0.013040,0.013064,0.013064,0
2011-08-19,0.013049,0.013154,0.013007,0.013049,0.013049,0
2011-08-22,0.013024,0.013067,0.012960,0.013023,0.013023,0
2011-08-23,0.013015,0.013079,0.013000,0.013015,0.013015,0
2011-08-24,0.013046,0.013079,0.013010,0.013045,0.013045,0
2011-08-25,0.012981,0.013014,0.012912,0.012978,0.012978,0
2011-08-26,0.012918,0.013072,0.012910,0.012914,0.012914,0
2011-08-29,0.013038,0.013060,0.012987,0.013041,0.013041,0
2011-08-30,0.012996,0.013047,0.012990,0.012998,0.012998,0
2011-08-31,0.013040,0.013085,0.013017,0.013038,0.013038,0
2011-09-01,0.013030,0.013038,0.012955,0.013033,0.013033,0
2011-09-02,0.013011,0.013062,0.012995,0.013011,0.013011,0
2011-09-05,0.013005,0.013041,0.012993,0.013004,0.013004,0
2011-09-06,0.013004,0.013036,0.012893,0.013004,0.013004,0
2011-09-07,0.012883,0.012975,0.012883,0.012884,0.012884,0
2011-09-08,0.012933,0.012965,0.012913,0.012936,0.012936,0
2011-09-09,0.012903,0.012971,0.012846,0.012902,0.012902,0
2011-09-12,0.012908,0.013031,0.012890,0.012909,0.012909,0
2011-09-13,0.012956,0.013024,0.012947,0.012957,0.012957,0
2011-09-14,0.012999,0.013046,0.012984,0.012998,0.012998,0
2011-09-15,0.013043,0.013063,0.012974,0.013042,0.013042,0
2011-09-16,0.013034,0.013045,0.012994,0.013032,0.013032,0
2011-09-19,0.013002,0.013098,0.012992,0.013002,0.013002,0
2011-09-20,0.013060,0.013088,0.013029,0.013056,0.013056,0
2011-09-21,0.013080,0.013135,0.013055,0.013078,0.013078,0
2011-09-22,0.013066,0.013134,0.012999,0.013065,0.013065,0
2011-09-23,0.013105,0.013135,0.013098,0.013105,0.013105,0
2011-09-26,0.013070,0.013118,0.013029,0.013065,0.013065,0
2011-09-27,0.013103,0.013113,0.013040,0.013100,0.013100,0
2011-09-28,0.013017,0.013104,0.013012,0.013019,0.013019,0
2011-09-29,0.013064,0.013087,0.012996,0.013065,0.013065,0
2011-09-30,0.013029,0.013072,0.012965,0.013027,0.013027,0
2011-10-03,0.012952,0.013068,0.012948,0.012955,0.012955,0
2011-10-04,0.013055,0.013070,0.013002,0.013056,0.013056,0
2011-10-05,0.013024,0.013053,0.012981,0.013028,0.013028,0
2011-10-06,0.013024,0.013060,0.013016,0.013024,0.013024,0
2011-10-07,0.013045,0.013058,0.013003,0.013045,0.013045,0
2011-10-10,0.013026,0.013061,0.013014,0.013026,0.013026,0
2011-10-11,0.013043,0.013058,0.013030,0.013045,0.013045,0
2011-10-12,0.013043,0.013097,0.012908,0.013043,0.013043,0
2011-10-13,0.012955,0.013042,0.012950,0.012957,0.012957,0
2011-10-14,0.013004,0.013012,0.012917,0.013007,0.013007,0
2011-10-17,0.012950,0.013048,0.012915,0.012950,0.012950,0
2011-10-18,0.013015,0.013053,0.013009,0.013016,0.013016,0
2011-10-19,0.013026,0.013048,0.013012,0.013025,0.013025,0
2011-10-20,0.013020,0.013045,0.012975,0.013021,0.013021,0
2011-10-21,0.013011,0.013165,0.013004,0.013011,0.013011,0
2011-10-24,0.013116,0.013156,0.013083,0.013122,0.013122,0
2011-10-25,0.013134,0.013199,0.013113,0.013135,0.013135,0
2011-10-26,0.013139,0.013207,0.013132,0.013139,0.013139,0
2011-10-27,0.013125,0.013219,0.013113,0.013126,0.013126,0
2011-10-28,0.013172,0.013214,0.013162,0.013170,0.013170,0
2011-10-31,0.013201,0.013233,0.012575,0.013203,0.013203,0
2011-11-01,0.012767,0.012816,0.012666,0.012770,0.012770,0
2011-11-02,0.012775,0.012826,0.012769,0.012770,0.012770,0
2011-11-03,0.012800,0.012837,0.012795,0.012798,0.012798,0
2011-11-04,0.012816,0.012825,0.012779,0.012812,0.012812,0
2011-11-07,0.012794,0.012824,0.012792,0.012799,0.012799,0
2011-11-08,0.012809,0.012882,0.012807,0.012808,0.012808,0
2011-11-09,0.012867,0.012898,0.012860,0.012869,0.012869,0
2011-11-10,0.012858,0.012900,0.012843,0.012860,0.012860,0
2011-11-11,0.012878,0.012978,0.012876,0.012878,0.012878,0
2011-11-14,0.012963,0.013020,0.012947,0.012961,0.012961,0
2011-11-15,0.012972,0.013002,0.012933,0.012974,0.012974,0
2011-11-16,0.012976,0.013011,0.012965,0.012977,0.012977,0
2011-11-17,0.012974,0.013007,0.012974,0.012977,0.012977,0
2011-11-18,0.012991,0.013061,0.012983,0.012994,0.012994,0
2011-11-21,0.013012,0.013031,0.012992,0.013014,0.013014,0
2011-11-22,0.012999,0.013017,0.012940,0.013004,0.013004,0
