Date,ADS_return,N225_return
2011-04-01,0.004264803531862232,-0.004799761240895759
2011-04-04,0.0007837976890341076,0.0010809543490289278
2011-04-05,0.017966445004017086,-0.01068981878912589
2011-04-06,0.0032918778600359837,-0.0032479005679022944
2011-04-07,-0.005712971472554963,0.0006841688341332195
2011-04-08,0.004945768813754959,0.018302107088822538
2011-04-11,-0.001975429616733561,-0.004965160907393236
2011-04-12,-0.008383747137514903,-0.017063010143604253
2011-04-13,0.007724539271605865,0.008951711691941823
2011-04-14,0.008646749005114819,0.0013205669946235357
2011-04-15,0.02134854388337355,-0.006484716529509163
2011-04-18,-0.002456625788380586,-0.003642037717999106
2011-04-19,0.013384426476636594,-0.01217217486515265
2011-04-20,0.024288455626358618,0.017408182203852096
2011-04-21,0.009634179705349105,0.008184454170323128
2011-04-26,0.004173201481118434,-0.013207016294851355
2011-04-27,-0.002338793563402403,0.01383354489093303
2011-04-28,0.013952228983887358,0.01616080439209213
2011-05-02,0.007999994409019289,0.015559941657042718
2011-05-06,0.05201017545625851,-0.01459997511185466
2011-05-09,0.0007561457713345238,-0.006596309352008868
2011-05-10,0.0026421156290109948,0.002486077802241696
2011-05-11,-0.005480565481148217,0.004623282619000115
2011-05-12,0.0024605035760118716,-0.015077151166665654
2011-05-13,-0.00828766772356396,-0.0070105516213559566
2011-05-16,0.011354038412911122,-0.009420530898103506
2011-05-17,-0.018540645607276668,0.0009118516089579721
2011-05-18,0.00019506214215555078,0.009887235839217037
2011-05-19,0.00019475540573034444,-0.004279421366156755
2011-05-20,0.011430876420758447,-0.0014291978905045172
2011-05-23,-0.016705760509354673,-0.015361370099493458
2011-05-24,0.008970301528614836,0.0017467755891312023
2011-05-25,0.003101372206461133,-0.0057449783338422225
2011-05-26,-0.015603973068185163,0.014661356899597142
2011-05-27,0.009196781923588854,-0.004203464114596332
2011-05-31,0.0202455863408301,0.0178806784232188
2011-06-01,-0.0038248142068861004,0.002666197288704845
2011-06-02,-0.017005126041557513,-0.01707676237104435
2011-06-03,-0.0025369843225223083,-0.006597309941029473
2011-06-06,-0.007452463418246698,-0.011854424042000626
2011-06-07,-0.01587324673102422,0.006651417917820724
2011-06-08,-0.02030483951419949,0.0006891408987926849
2011-06-09,0.015292258193355345,0.0018703599458824193
2011-06-10,-0.012031876193615738,0.0049827369357706
2011-06-13,0.015443168155227584,-0.006985388323611887
2011-06-14,0.011749485920403323,0.010484416737912129
2011-06-15,0.007888071675182216,0.002774828775119626
2011-06-16,-0.017436425076384248,-0.01717554810046249
2011-06-17,0.019594868107595212,-0.006382892335156952
2011-06-20,-0.0003921326398843074,0.00031219561864761147
2011-06-21,0.0272718525342994,0.011198155962922417
2011-06-22,0.008927748070590493,0.017787543520813315
2011-06-23,-0.028192584890572484,-0.0034005197741498764
2011-06-24,0.009678731956284518,0.008505142063455134
2011-06-27,-0.0027005605924686456,-0.010427501573778983
2011-06-28,0.03809080823841112,0.007351136546681291
2011-06-29,0.021522035771586658,0.015250471973859635
2011-06-30,-0.004559923614521925,0.0019201293159817967
2011-07-01,0.0009136454746236784,0.005281463817947252
2011-07-05,0.01863790789450117,0.010522965851869915
2011-07-06,0.0032218713533650844,0.010972020796463018
2011-07-07,-0.0028633359933337354,-0.0011254377259464347
2011-07-08,0.0007165824137935136,0.006590280567646842
2011-07-11,-0.016430725334192483,-0.0067500940206986285
2011-07-12,-0.003647628965760868,-0.01436454983253128
2011-07-13,0.028815307716262437,0.003742737992924666
2011-07-14,-0.006947627706838065,-0.002715633438035801
2011-07-15,0.02611290531649898,0.003852186974273256
2011-07-19,-0.06921670197562475,-0.008532994958632068
2011-07-20,-0.0020552086359354313,0.01167915188567856
2011-07-21,-0.006567209484730934,0.0004485603542440503
2011-07-22,0.03405210168513645,0.012086105069537846
2011-07-25,0.009777416892541439,-0.008136017267294795
2011-07-26,-0.018182274064460362,0.004736022507553535
2011-07-27,-0.005519963846467097,-0.005016592536313596
2011-07-28,-0.01449566290125524,-0.014621964226478988
2011-07-29,-0.03098795227552266,-0.006923917482854443
2011-08-01,-0.011653061198059457,0.013332779186570472
2011-08-02,-0.033167474653417656,-0.012157883822091988
2011-08-03,-0.013929413606333669,-0.021297702291487374
2011-08-04,-0.006058955870747024,0.002284378611348155
2011-08-05,-0.0005152469116681482,-0.03790724192280303
2011-08-08,-0.06559026950154366,-0.021995285833874608
2011-08-09,0.019938600296706747,-0.016969563765224616
2011-08-10,-0.020599102444265344,0.010483175377056859
2011-08-11,0.06243035095221302,-0.0063038675569483645
2011-08-12,0.022201441688016108,-0.002030653550971701
2011-08-15,-0.007821788930156486,0.013594618915406087
2011-08-16,-0.016140042595167794,0.0023106217854087707
2011-08-17,-0.004570408059636476,-0.0055239094176600355
2011-08-18,-0.05488888546683328,-0.012610563964804386
2011-08-19,-0.023143037606978754,-0.025423951261252083
2011-08-22,-0.007003375031279398,-0.010504322920386075
2011-08-23,0.013287024988392874,0.012082289641829147
2011-08-24,0.027253928512324162,-0.010752588067063987
2011-08-25,-0.005785957921907481,0.015248425860387391
2011-08-26,0.006438766599056957,0.002893538450074347
2011-08-29,0.035897342091858166,0.00607049762393544
2011-08-30,-0.00811328179202592,0.011519289646282606
2011-08-31,0.025590208452888005,0.00014515569847196587
2011-09-01,-0.009949325242729568,0.011723003926108994
